level_0,index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,document_tone,sentences_tone
159,4658,WillBarkForPets,♂️🏳️‍🌈don't let who i am fool you.🌺husky. collects things. gay. atheist. salt lake city. finding my way. has amazing boyfriend.🔞 slightly nsfw sometimes,"salt lake city, ut",67,15,159,2020-05-19 20:59:47,2020-06-20 03:08:56,26014,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
160,4659,PreciousMalaza2,breathe in self love everyday 💕,south africa ,92,115,21,2020-06-06 21:06:16,2020-06-20 02:49:14,2,"Brazil to exceed 1 million COVID-19 cases as virus rages
https://t.co/mlesMR84kh https://t.co/yiUd6rNmk6",[],[],"brazil exceed million case virus rages
","{'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
161,4660,oceanbluealex,"therapist, mom, resistance #scienceisreal #universalhealthcare #blacklivesmatter #metoo #loveislove 🌈#familiesbelongtogether #fbr nolists",n.a,4964,4552,36527,2014-08-17 14:58:05,2020-06-21 03:25:22,10340,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,{'tones': []},
162,4661,TIEN_REY,"etienne r. - can’t stop, addicted to the shindig - ig: etiennooo 🇵🇷🇩🇪","miami, fl",231,246,14234,2017-08-18 06:02:47,2020-06-20 02:01:03,0,"News: “Florida breaks daily record with 3,882 new corona virus cases”
My job: “okay so we will resume regular schedules at 100% capacity by June 29th” 
I swear Im surrounded by imbeciles...",[],[],"news “florida break daily record new corona virus cases”
my job “okay resume regular schedule capacity june 
i swear im surround imbecile","{'tones': [{'score': 0.531888, 'tone_id': 'fear', 'tone_name': 'Fear'}]}","[{'sentence_id': 0, 'text': 'news “florida break daily record new corona virus cases”', 'tones': []}, {'sentence_id': 1, 'text': 'my job “okay resume regular schedule capacity june ', 'tones': []}, {'sentence_id': 2, 'text': 'i swear im surround imbecile', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
163,4662,JerryKeirns,husband father grandfather great grandfather conservative christian born a buckeye living in georgia.                                      no pm please,n.a,521,1491,62376,2015-01-07 23:42:55,2020-06-21 03:44:09,1793,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
164,4663,VanzuelaJustine,weird but fun = me,junkterrorbillnow,512,529,12330,2018-03-21 06:41:54,2020-06-21 03:38:27,1262,huhuhu I really miss how life was before the corona virus 🥺👉🏼👈🏼,[],[],huhuhu really miss life corona virus,"{'tones': [{'score': 0.88846, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
165,4664,aspeltuo8,be a human. in god we trust! glory to my lord.,n.a,635,321,34355,2017-04-25 10:33:58,2020-06-21 03:14:27,1689,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
166,4665,mnsdh__,n.a,n.a,149,27,9,2018-04-28 20:56:32,2020-06-20 03:12:21,0,Russia China Palestine Ukraine Virus Corona George Floyd Finally Bolton's book scandals chasing Trump should not be elected by the American people again #biden2020,['biden2020'],[],russia china palestine ukraine virus corona george floyd finally bolton's book scandal chase trump elect american people,{'tones': []},
167,4666,Syvanndra,ⓥ• never lukewarm • ♡faith♡ where da chisme @ ✧･ﾟ: *✧･ﾟ:* 𝘐𝘴𝘢𝘪𝘢𝘩 & 𝘬𝘰𝘳𝘪𝘭𝘢𝘬𝘬𝘶𝘮𝘢 𝘧𝘢𝘯 𝘤𝘭𝘶𝘣 *:･ﾟ✧*:･ﾟ✧ 𝘴𝘩𝘦/𝘩𝘦𝘳,💗909 yuhaviatam land💗,608,1229,141159,2010-11-14 02:37:16,2020-06-20 03:09:45,26003,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
168,4667,zannaleec,"if i don’t have some cake soon, i might die. -stanley hudson",n.a,115,23,1146,2018-04-02 16:53:27,2020-06-21 03:12:20,0,@TFangoT @ChrisEvans Just because COVID “started” in China doesn’t mean the virus is Chinese 😐,[],"['@TFangoT', '@ChrisEvans']",covid “started” china doesn’t mean virus chinese,"{'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
169,4668,AngryLeftOkie,"leftist, mei main, druid main, internet spaceship pilot since 2009, does not play well with centrist democraps.","california, usa",2967,2679,124228,2009-11-30 22:43:23,2020-06-21 03:41:55,20,"120,000 Americans have died from COVID-19 

At least 84,000 of these deaths could have been prevented if we had acted as quickly as Germany, Australia, South Korea and Singapore to prevent the spread of this deadly virus 

This is the mind of a criminal  

https://t.co/KNQEDt5tgf https://t.co/Nu0ah86zh5",[],[],"american die 

at least death could prevent acted quickly germany australia south korea singapore prevent spread deadly virus 

this mind criminal 

","{'tones': [{'score': 0.676497, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'american die ', 'tones': [{'score': 0.818175, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'at least death could prevent acted quickly germany australia south korea singapore prevent spread deadly virus ', 'tones': [{'score': 0.507532, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.565966, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'this mind criminal', 'tones': []}]"
170,4669,LastBench_,nothing is an endorsement. except good food.,there,578,398,15026,2009-10-25 15:45:43,2020-06-21 03:42:51,374,"“Because of the Chinese virus what happened about 3 months ago—it looked like we were in big trouble, and we were and I got it back together.” Trump at Tulsa rally. American media most upset with term 'Chinese virus', calling DT a racist. Also shows the disconnect b/w media &amp; ppl",[],[],“because chinese virus happen month ago—it look like big trouble get back together.” trump tulsa rally american medium upset term chinese virus call dt racist also show disconnect b/w medium amp ppl,"{'tones': [{'score': 0.50589, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': '“because chinese virus happen month ago—it look like big trouble get back together.”', 'tones': [{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'trump tulsa rally american medium upset term chinese virus call dt racist also show disconnect b/w medium amp ppl', 'tones': []}]"
171,4670,MrRaulJenkins,"#resist #biden2020 #demcastal
#demcast frequent sarcasm, frequent typos. no maga, no q, no fighting. everybody love everybody. (except maga and q).","birmingham, al",20944,20681,53458,2017-08-23 03:38:55,2020-06-20 01:53:25,28,"THIS IS WRONG!!
Captain
#BrettCrozier decision reversed and he is fired from the Navy and removed from duty!
This hero warned his team on the ship where the Corona virus was rampant!

He pleaded for help from superiors to no avail.. Now they reverse decision back to firing him? https://t.co/CLr1eSW7ui",['brettcrozier'],[],"wrong!!
captain
 decision reverse fire navy remove duty!
this hero warn team ship corona virus rampant!

he plead help superior avail reverse decision back fire","{'tones': [{'score': 0.637833, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.851519, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'wrong!!', 'tones': [{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.931034, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 1, 'text': 'captain', 'tones': []}, {'sentence_id': 2, 'text': ' decision reverse fire navy remove duty!', 'tones': [{'score': 0.873624, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'this hero warn team ship corona virus rampant!', 'tones': []}, {'sentence_id': 4, 'text': '', 'tones': []}, {'sentence_id': 5, 'text': 'he plead help superior avail reverse decision back fire', 'tones': [{'score': 0.804906, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
172,4671,talilla_bailey,"sc:talilla123
17 yrs old
fmoi:lil_snowflake16","chester, pa",266,44,194,2016-03-19 03:28:26,2020-06-21 02:34:24,95,"Hey Donald Trump, stop calling it the ""Chinese Virus"" you sick racist fuck!

https://t.co/ivCaq2GAR8",[],[],"hey donald trump stop call chinese virus sick racist fuck!

","{'tones': [{'score': 0.754251, 'tone_id': 'anger', 'tone_name': 'Anger'}]}",
173,4672,lauriebelling,n.a,n.a,562,139,27252,2011-10-04 00:02:25,2020-06-21 03:38:20,1798,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
174,4673,Margarita150264,'every passing moment is another chance to turn it all around'... let's get the truth out there...billions of us & only a handful of them!,"brissie, australia",209,365,19085,2020-04-23 09:54:51,2020-06-21 04:07:31,27,"SIGNS IN THE HEAVENS: RING OF FIRE ECLIPSE. Several hours from now, several countries will witness the June 21, 2020 annular solar eclipse. The last time this spectacular phenomenon occurred was on Dec 26, 2019. Five days (Dec 31, 2019)  before the hoax, Corona virus https://t.co/fG2eRDo5Pm",[],[],sign heaven ring fire eclipse several hour several country witness june annular solar eclipse last time spectacular phenomenon occur dec five day dec hoax corona virus,{'tones': []},
175,4674,Raife_Sales,"jornalista e designer multimídia. voluntário na 
ong voz das comunidades e
eterno sonhador","rio de janeiro, brasil",1951,2911,9354,2011-06-01 17:05:32,2020-06-21 03:49:05,3,"Between the Virus, Hunger, and Bullets: The Daily Chess Game Against Covid-19 in Favelas
https://t.co/dHRuIA4CkZ by @Tatiana_Lima via @RioOnWatch for @TheRioTimes 

Despite mourning, infection, favela residents occupied streets two consecutive Sundays to protest racism. https://t.co/F8UUI7ndKk",[],"['@Tatiana_Lima', '@RioOnWatch', '@TheRioTimes']","virus hunger bullet daily chess game favelas
 via 

despite mourn infection favela resident occupy street two consecutive sunday protest racism","{'tones': [{'score': 0.596122, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'virus hunger bullet daily chess game favelas', 'tones': []}, {'sentence_id': 1, 'text': ' via ', 'tones': []}, {'sentence_id': 2, 'text': '', 'tones': []}, {'sentence_id': 3, 'text': 'despite mourn infection favela resident occupy street two consecutive sunday protest racism', 'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
